customer_id,customer_name,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,RFM_Segment
MD-17860,Michael Dominguez,Corporate,37,28,15575.65,2,4,4,10,At Risk
MD-7350,Maribeth Dona,Consumer,83,6,1374.2,2,1,1,4,Hibernating
MD-7860,Michael Dominguez,Corporate,104,5,6853.51,1,1,3,5,Lost
ME-17320,Maria Etezadi,Home Office,6,30,24527.03,4,4,4,12,Champions
ME-17725,Max Engle,Consumer,29,28,7839.89,3,4,3,10,Loyal Customers
ME-18010,Michelle Ellison,Corporate,43,27,10547.63,2,4,3,9,At Risk
ME-7320,Maria Etezadi,Home Office,21,10,1720.19,3,2,2,7,Potential Loyalists
ME-7725,Max Engle,Consumer,12,11,2083.88,4,2,2,8,Potential Loyalists
ME-8010,Michelle Ellison,Corporate,393,1,160.5,1,1,1,3,Lost
MF-17665,Maureen Fritzler,Corporate,52,29,13366.53,2,4,4,10,At Risk
MF-18250,Monica Federle,Corporate,8,32,20425.3,4,4,4,12,Champions
MF-7665,Maureen Fritzler,Corporate,49,3,161.91,2,1,1,4,Hibernating
MF-8250,Monica Federle,Corporate,63,6,1517.55,2,1,1,4,Hibernating
MG-17650,Matthew Grinstein,Home Office,20,21,12717.27,3,3,3,9,Loyal Customers
MG-17680,Maureen Gastineau,Home Office,37,28,16061.64,2,4,4,10,At Risk
MG-17695,Maureen Gnade,Consumer,1,25,16221.63,4,3,4,11,Champions
MG-17875,Michael Grace,Home Office,6,33,14452.82,4,4,4,12,Champions
MG-17890,Michael Granlund,Home Office,6,29,13162.25,4,4,4,12,Champions
MG-18145,Mike Gockenbach,Consumer,3,24,18147.96,4,3,4,11,Champions
MG-18205,Mitch Gastineau,Corporate,3,29,16362.9,4,4,4,12,Champions
MG-7650,Matthew Grinstein,Home Office,496,1,301.71,1,1,1,3,Lost
MG-7680,Maureen Gastineau,Home Office,75,9,4298.48,2,2,2,6,At Risk
MG-7695,Maureen Gnade,Consumer,336,7,2104.6,1,2,2,5,Lost
MG-7875,Michael Grace,Home Office,404,1,80.19,1,1,1,3,Lost
MG-7890,Michael Granlund,Home Office,374,1,19.13,1,1,1,3,Lost
MG-8145,Mike Gockenbach,Consumer,282,3,5229.11,1,1,2,4,Lost
MG-8205,Mitch Gastineau,Corporate,2,7,1648.94,4,2,1,7,Potential Loyalists
MH-17290,Marc Harrigan,Home Office,38,25,13718.7,2,3,4,9,At Risk
MH-17440,Mark Haberlin,Corporate,9,25,7945.05,4,3,3,10,Champions
MH-17455,Mark Hamilton,Consumer,55,27,9974.27,2,4,3,9,At Risk
MH-17620,Matt Hagelstein,Corporate,24,20,11038.31,3,3,3,9,Loyal Customers
MH-17785,Maya Herman,Corporate,1,26,11676.13,4,4,3,11,Champions
MH-18025,Michelle Huthwaite,Consumer,21,19,11753.7,3,3,3,9,Loyal Customers
MH-18115,Mick Hernandez,Home Office,6,26,12017.1,4,4,3,11,Champions
MH-7290,Marc Harrigan,Home Office,738,3,1685.34,1,1,2,4,Lost
MH-7440,Mark Haberlin,Corporate,97,8,3357.78,2,2,2,6,At Risk
MH-7455,Mark Hamilton,Consumer,93,10,4747.37,2,2,2,6,At Risk
MH-7620,Matt Hagelstein,Corporate,246,7,1179.67,1,2,1,4,Lost
MH-7785,Maya Herman,Corporate,8,9,1914.83,4,2,2,8,Potential Loyalists
MH-8025,Michelle Huthwaite,Consumer,15,9,1095.43,4,2,1,7,Potential Loyalists
MH-8115,Mick Hernandez,Home Office,59,7,1260.7,2,2,1,5,Hibernating
MJ-17740,Max Jones,Consumer,22,26,15347.66,3,4,4,11,Loyal Customers
MJ-7740,Max Jones,Consumer,160,4,1136.9,1,1,1,3,Lost
MK-17905,Michael Kennedy,Corporate,22,31,13202.45,3,4,4,11,Loyal Customers
MK-18160,Mike Kennedy,Consumer,23,20,10043.32,3,3,3,9,Loyal Customers
MK-7905,Michael Kennedy,Corporate,150,11,1244.96,1,2,1,4,Lost
MK-8160,Mike Kennedy,Consumer,41,10,2697.07,2,2,2,6,At Risk
ML-17395,Marina Lichtenstein,Corporate,1,25,14507.08,4,3,4,11,Champions
ML-17410,Maris LaWare,Consumer,34,30,14981.7,3,4,4,11,Loyal Customers
ML-17755,Max Ludwig,Home Office,2,28,14425.1,4,4,4,12,Champions
ML-18040,Michelle Lonsdale,Corporate,8,19,8677.6,4,3,3,10,Champions
ML-18265,Muhammed Lee,Consumer,101,26,14674.0,1,4,4,9,Cant Lose Them
ML-7395,Marina Lichtenstein,Corporate,133,7,1049.4,1,2,1,4,Lost
ML-7410,Maris LaWare,Consumer,170,3,193.13,1,1,1,3,Lost
ML-7755,Max Ludwig,Home Office,27,7,1108.5,3,2,1,6,Potential Loyalists
ML-8040,Michelle Lonsdale,Corporate,45,7,1690.9,2,2,2,6,At Risk
ML-8265,Muhammed Lee,Consumer,9,9,1170.72,4,2,1,7,Potential Loyalists
MM-17260,Magdelene Morse,Consumer,5,26,15713.72,4,4,4,12,Champions
MM-17920,Michael Moore,Consumer,8,33,20383.65,4,4,4,12,Champions
MM-18055,Michelle Moray,Consumer,16,25,11163.59,3,3,3,9,Loyal Customers
MM-18280,Muhammed MacIntyre,Corporate,13,25,7134.3,4,3,3,10,Champions
MM-7260,Magdelene Morse,Consumer,132,5,5510.36,1,1,2,4,Lost
MM-7920,Michael Moore,Consumer,29,6,1350.03,3,1,1,5,Potential Loyalists
MM-8055,Michelle Moray,Consumer,34,8,1924.91,3,2,2,7,Potential Loyalists
MM-8280,Muhammed MacIntyre,Corporate,72,10,3586.7,2,2,2,6,At Risk
MN-17935,Michael Nguyen,Consumer,9,21,12870.93,4,3,3,10,Champions
MN-7935,Michael Nguyen,Consumer,31,6,2175.33,3,1,2,6,Potential Loyalists
MO-17500,Mary O'Rourke,Consumer,37,24,10314.41,2,3,3,8,At Risk
MO-17800,Meg O'Connel,Home Office,7,25,13709.12,4,3,4,11,Champions
MO-17950,Michael Oakman,Consumer,7,14,4527.39,4,2,2,8,Potential Loyalists
MO-7500,Mary O'Rourke,Consumer,282,5,810.87,1,1,1,3,Lost
MO-7800,Meg O'Connel,Home Office,15,9,4294.27,4,2,2,8,Potential Loyalists
MO-7950,Michael Oakman,Consumer,99,3,933.19,2,1,1,4,Hibernating
MP-17470,Mark Packer,Home Office,6,28,12928.8,4,4,3,11,Champions
MP-17965,Michael Paige,Corporate,28,39,17228.5,3,4,4,11,Loyal Customers
MP-18175,Mike Pelletier,Home Office,17,36,22045.25,3,4,4,11,Loyal Customers
MP-7470,Mark Packer,Home Office,544,2,58.11,1,1,1,3,Lost
MP-7965,Michael Paige,Corporate,197,8,567.09,1,2,1,4,Lost
MP-8175,Mike Pelletier,Home Office,91,6,2169.17,2,1,2,5,Hibernating
MR-17545,Mathew Reese,Home Office,98,23,19246.71,2,3,4,9,At Risk
MR-7545,Mathew Reese,Home Office,101,6,2325.24,1,2,2,5,Lost
MS-17365,Maribeth Schnelling,Consumer,6,34,20317.01,4,4,4,12,Champions
MS-17530,MaryBeth Skach,Consumer,16,25,13335.04,3,3,4,10,Loyal Customers
MS-17710,Maurice Satty,Consumer,30,26,8500.63,3,4,3,10,Loyal Customers
MS-17770,Maxwell Schwartz,Consumer,35,36,17382.94,3,4,4,11,Loyal Customers
MS-17830,Melanie Seite,Consumer,24,26,11783.4,3,4,3,10,Loyal Customers
MS-17980,Michael Stewart,Corporate,27,27,16210.57,3,4,4,11,Loyal Customers
MS-7365,Maribeth Schnelling,Consumer,112,5,1365.54,1,1,1,3,Lost
MS-7530,MaryBeth Skach,Consumer,52,8,1456.81,2,2,1,5,Hibernating
MS-7710,Maurice Satty,Consumer,64,8,1529.46,2,2,1,5,Hibernating
MS-7770,Maxwell Schwartz,Consumer,99,6,538.56,2,2,1,5,Hibernating
MS-7830,Melanie Seite,Consumer,5,8,4322.9,4,2,2,8,Potential Loyalists
MS-7980,Michael Stewart,Corporate,7,5,1654.64,4,1,1,6,Potential Loyalists
MT-17815,Meg Tillman,Consumer,50,27,13845.52,2,4,4,10,At Risk
MT-18070,Michelle Tran,Home Office,128,24,10920.4,1,3,3,7,Cant Lose Them
MT-7815,Meg Tillman,Consumer,177,6,1500.59,1,2,1,4,Lost
MT-8070,Michelle Tran,Home Office,324,7,6851.92,1,2,3,6,Lost
MV-17485,Mark Van Huff,Consumer,17,27,10563.37,3,4,3,10,Loyal Customers
MV-18190,Mike Vittorini,Consumer,20,30,15577.04,3,4,4,11,Loyal Customers
MV-7485,Mark Van Huff,Consumer,471,5,952.54,1,1,1,3,Lost
MV-8190,Mike Vittorini,Consumer,8,8,3995.04,4,2,2,8,Potential Loyalists
MW-18220,Mitch Webber,Consumer,18,28,20592.08,3,4,4,11,Loyal Customers
MW-18235,Mitch Willingham,Corporate,17,24,17933.06,3,3,4,10,Loyal Customers
MW-8220,Mitch Webber,Consumer,45,8,2476.5,2,2,2,6,At Risk
MW-8235,Mitch Willingham,Corporate,1,6,1070.77,4,2,1,7,Potential Loyalists
MY-17380,Maribeth Yedwab,Corporate,30,28,14724.15,3,4,4,11,Loyal Customers
MY-18295,Muhammed Yedwab,Corporate,1,29,25570.49,4,4,4,12,Champions
MY-7380,Maribeth Yedwab,Corporate,323,4,1745.57,1,1,2,4,Lost
MY-8295,Muhammed Yedwab,Corporate,44,10,4072.17,2,2,2,6,At Risk
MZ-17335,Maria Zettner,Home Office,22,26,14463.93,3,4,4,11,Loyal Customers
MZ-17515,Mary Zewe,Corporate,24,25,13383.98,3,3,4,10,Loyal Customers
MZ-7335,Maria Zettner,Home Office,113,5,3494.23,1,1,2,4,Lost
MZ-7515,Mary Zewe,Corporate,79,9,3193.16,2,2,2,6,At Risk
NB-18580,Nicole Brennan,Corporate,453,10,4875.6,1,2,2,5,Lost
NB-18655,Nona Balk,Corporate,20,22,9647.2,3,3,3,9,Loyal Customers
NB-8580,Nicole Brennan,Corporate,429,7,1059.48,1,2,1,4,Lost
NB-8655,Nona Balk,Corporate,111,5,434.62,1,1,1,3,Lost
NC-18340,Nat Carroll,Consumer,6,22,13905.35,4,3,4,11,Champions
NC-18415,Nathan Cano,Consumer,40,19,9255.79,2,3,3,8,At Risk
NC-18535,Nick Crebassa,Corporate,7,22,11054.38,4,3,3,10,Champions
NC-18625,Noah Childs,Corporate,21,29,16901.52,3,4,4,11,Loyal Customers
NC-8340,Nat Carroll,Consumer,36,9,2707.96,3,2,2,7,Potential Loyalists
NC-8415,Nathan Cano,Consumer,107,5,1503.43,1,1,1,3,Lost
NC-8535,Nick Crebassa,Corporate,139,7,1250.87,1,2,1,4,Lost
NC-8625,Noah Childs,Corporate,462,2,442.32,1,1,1,3,Lost
ND-18370,Natalie DeCherney,Consumer,13,23,10913.15,4,3,3,10,Champions
ND-18460,Neil Ducich,Corporate,6,22,12061.44,4,3,3,10,Champions
ND-8370,Natalie DeCherney,Consumer,34,6,2790.23,3,2,2,7,Potential Loyalists
ND-8460,Neil Ducich,Corporate,9,10,2722.98,4,2,2,8,Potential Loyalists
NF-18385,Natalie Fritzler,Consumer,8,32,28044.36,4,4,4,12,Champions
NF-18475,Neil Französisch,Home Office,7,22,10630.91,4,3,3,10,Champions
NF-18595,Nicole Fjeld,Home Office,12,22,10535.3,4,3,3,10,Champions
NF-8385,Natalie Fritzler,Consumer,2,11,3736.9,4,2,2,8,Potential Loyalists
NF-8475,Neil Französisch,Home Office,44,7,2019.01,2,2,2,6,At Risk
NF-8595,Nicole Fjeld,Home Office,513,5,1731.94,1,1,2,4,Lost
NG-18355,Nat Gilpin,Corporate,49,21,9262.73,2,3,3,8,At Risk
NG-18430,Nathan Gelder,Consumer,28,28,18970.41,3,4,4,11,Loyal Customers
NG-8355,Nat Gilpin,Corporate,104,7,2746.47,1,2,2,5,Lost
NG-8430,Nathan Gelder,Consumer,19,8,3749.83,3,2,2,7,Potential Loyalists
NH-18610,Nicole Hansen,Corporate,21,22,19181.93,3,3,4,10,Loyal Customers
NH-8610,Nicole Hansen,Corporate,6,6,2121.52,4,2,2,8,Potential Loyalists
NK-18490,Neil Knudson,Home Office,27,24,11483.19,3,3,3,9,Loyal Customers
NK-8490,Neil Knudson,Home Office,207,4,2395.35,1,1,2,4,Lost
NL-18310,Nancy Lomonaco,Home Office,26,25,10587.33,3,3,3,9,Loyal Customers
NL-8310,Nancy Lomonaco,Home Office,576,2,251.32,1,1,1,3,Lost
NM-18445,Nathan Mautz,Home Office,31,32,20223.24,3,4,4,11,Loyal Customers
NM-18520,Neoma Murray,Consumer,20,27,12328.61,3,4,3,10,Loyal Customers
NM-8445,Nathan Mautz,Home Office,34,9,4053.72,3,2,2,7,Potential Loyalists
NM-8520,Neoma Murray,Consumer,159,1,1540.53,1,1,1,3,Lost
NP-18325,Naresj Patel,Consumer,2,25,11778.49,4,3,3,10,Champions
NP-18670,Nora Paige,Consumer,59,19,12839.01,2,3,3,8,At Risk
NP-18685,Nora Pelletier,Home Office,15,30,11363.43,4,4,3,11,Champions
NP-18700,Nora Preis,Consumer,29,27,14036.43,3,4,4,11,Loyal Customers
NP-8325,Naresj Patel,Consumer,16,8,1336.69,3,2,1,6,Potential Loyalists
NP-8670,Nora Paige,Consumer,227,6,2871.87,1,2,2,5,Lost
NP-8685,Nora Pelletier,Home Office,115,4,4994.85,1,1,2,4,Lost
NP-8700,Nora Preis,Consumer,38,6,1880.62,2,2,2,6,At Risk
NR-18550,Nick Radford,Consumer,3,26,10993.42,4,4,3,11,Champions
NR-8550,Nick Radford,Consumer,15,8,1898.48,4,2,2,8,Potential Loyalists
NS-18505,Neola Schneider,Consumer,7,25,14834.29,4,3,4,11,Champions
NS-18640,Noel Staavos,Corporate,37,37,14866.09,2,4,4,10,At Risk
NS-8505,Neola Schneider,Consumer,14,5,962.85,4,1,1,6,Potential Loyalists
NS-8640,Noel Staavos,Corporate,48,8,1771.44,2,2,2,6,At Risk
NW-18400,Natalie Webber,Consumer,173,26,15326.83,1,4,4,9,Cant Lose Them
NW-8400,Natalie Webber,Consumer,118,7,7046.74,1,2,3,6,Lost
NZ-18565,Nick Zandusky,Home Office,86,26,19941.7,2,4,4,10,At Risk
NZ-8565,Nick Zandusky,Home Office,100,4,328.58,2,1,1,4,Hibernating
ON-18715,Odella Nelson,Corporate,48,33,17763.95,2,4,4,10,At Risk
ON-8715,Odella Nelson,Corporate,460,5,1507.76,1,1,1,3,Lost
OT-18730,Olvera Toch,Consumer,34,32,19493.77,3,4,4,11,Loyal Customers
OT-8730,Olvera Toch,Consumer,243,4,265.05,1,1,1,3,Lost
PA-19060,Pete Armstrong,Home Office,24,21,6723.23,3,3,3,9,Loyal Customers
PA-9060,Pete Armstrong,Home Office,178,6,3670.58,1,2,2,5,Lost
PB-18805,Patrick Bzostek,Home Office,9,19,12075.4,4,3,3,10,Champions
PB-19105,Peter Bühler,Consumer,58,16,8087.78,2,3,3,8,At Risk
PB-19150,Philip Brown,Consumer,6,33,7907.26,4,4,3,11,Champions
PB-19210,Phillip Breyer,Corporate,9,27,18967.66,4,4,4,12,Champions
PB-8805,Patrick Bzostek,Home Office,121,9,2787.67,1,2,2,5,Lost
PB-9105,Peter Bühler,Consumer,1,4,1808.21,4,1,2,7,Potential Loyalists
PB-9150,Philip Brown,Consumer,42,10,3478.44,2,2,2,6,At Risk
PB-9210,Phillip Breyer,Corporate,308,7,5302.2,1,2,2,5,Lost
PC-18745,Pamela Coakley,Corporate,3,21,10693.5,4,3,3,10,Champions
PC-19000,Pauline Chand,Home Office,22,18,9474.07,3,3,3,9,Loyal Customers
PC-8745,Pamela Coakley,Corporate,58,5,1246.56,2,1,1,4,Hibernating
PC-9000,Pauline Chand,Home Office,573,4,1160.43,1,1,1,3,Lost
PF-19120,Peter Fuller,Consumer,85,28,27993.05,2,4,4,10,At Risk
PF-19165,Philip Fox,Consumer,92,36,16018.84,2,4,4,10,At Risk
PF-19225,Phillip Flathmann,Consumer,3,30,11915.2,4,4,3,11,Champions
PF-9120,Peter Fuller,Consumer,84,10,1882.95,2,2,2,6,At Risk
PF-9165,Philip Fox,Consumer,35,7,2007.64,3,2,2,7,Potential Loyalists
PF-9225,Phillip Flathmann,Consumer,15,7,1474.27,4,2,1,7,Potential Loyalists
PG-18820,Patrick Gardner,Consumer,21,35,14635.94,3,4,4,11,Loyal Customers
PG-18895,Paul Gonzalez,Consumer,3,28,13941.69,4,4,4,12,Champions
PG-8820,Patrick Gardner,Consumer,31,6,1846.56,3,2,2,7,Potential Loyalists
PG-8895,Paul Gonzalez,Consumer,300,6,1981.3,1,2,2,5,Lost
PH-18790,Patricia Hirasaki,Home Office,58,19,9435.57,2,3,3,8,At Risk
PH-8790,Patricia Hirasaki,Home Office,115,8,1746.84,1,2,2,5,Lost
PJ-18835,Patrick Jones,Corporate,40,19,13639.5,2,3,4,9,At Risk
PJ-19015,Pauline Johnson,Consumer,20,22,9230.88,3,3,3,9,Loyal Customers
PJ-8835,Patrick Jones,Corporate,43,6,801.4,2,2,1,5,Hibernating
PJ-9015,Pauline Johnson,Consumer,197,8,6612.66,1,2,3,6,Lost
PK-18910,Paul Knutson,Home Office,99,16,7282.58,2,3,3,8,At Risk
PK-19075,Pete Kriz,Consumer,9,29,17668.91,4,4,4,12,Champions
PK-8910,Paul Knutson,Home Office,122,4,948.46,1,1,1,3,Lost
PK-9075,Pete Kriz,Consumer,495,3,992.78,1,1,1,3,Lost
PL-18925,Paul Lucas,Home Office,16,20,14256.72,3,3,4,10,Loyal Customers
PL-8925,Paul Lucas,Home Office,50,3,759.21,2,1,1,4,Hibernating
PM-18940,Paul MacIntyre,Consumer,22,23,12893.59,3,3,3,9,Loyal Customers
PM-19135,Peter McVee,Home Office,13,22,9857.66,4,3,3,10,Champions
PM-8940,Paul MacIntyre,Consumer,56,9,1448.86,2,2,1,5,Hibernating
PM-9135,Peter McVee,Home Office,302,6,1429.3,1,2,1,4,Lost
PN-18775,Parhena Norris,Home Office,16,33,11370.47,3,4,3,10,Loyal Customers
PN-8775,Parhena Norris,Home Office,54,5,1522.11,2,1,1,4,Hibernating
PO-18850,Patrick O'Brill,Consumer,5,41,25274.47,4,4,4,12,Champions
PO-18865,Patrick O'Donnell,Consumer,1,35,21051.06,4,4,4,12,Champions
PO-19180,Philisse Overcash,Home Office,161,24,16753.17,1,3,4,8,Cant Lose Them
PO-19195,Phillina Ober,Home Office,87,21,10872.01,2,3,3,8,At Risk
PO-8850,Patrick O'Brill,Consumer,128,4,1432.99,1,1,1,3,Lost
PO-8865,Patrick O'Donnell,Consumer,353,6,2973.15,1,2,2,5,Lost
PO-9180,Philisse Overcash,Home Office,30,9,1231.07,3,2,1,6,Potential Loyalists
PO-9195,Phillina Ober,Home Office,34,8,8227.36,3,2,3,8,Potential Loyalists
PP-18955,Paul Prost,Home Office,55,30,21884.18,2,4,4,10,At Risk
PP-8955,Paul Prost,Home Office,15,3,359.06,4,1,1,6,Potential Loyalists
PR-18880,Patrick Ryan,Consumer,26,29,13243.62,3,4,4,11,Loyal Customers
PR-8880,Patrick Ryan,Consumer,197,5,1085.64,1,1,1,3,Lost
PS-18760,Pamela Stobb,Consumer,30,28,15926.55,3,4,4,11,Loyal Customers
PS-18970,Paul Stevenson,Home Office,28,33,18222.4,3,4,4,11,Loyal Customers
PS-19045,Penelope Sewall,Home Office,21,26,29252.32,3,4,4,11,Loyal Customers
PS-8760,Pamela Stobb,Consumer,348,5,1706.2,1,1,2,4,Lost
PS-8970,Paul Stevenson,Home Office,125,4,1395.95,1,1,1,3,Lost
PS-9045,Penelope Sewall,Home Office,62,7,829.36,2,2,1,5,Hibernating
PT-19090,Pete Takahito,Consumer,7,25,8370.78,4,3,3,10,Champions
PT-9090,Pete Takahito,Consumer,3,5,4686.03,4,1,2,7,Potential Loyalists
PV-18985,Paul Van Hugh,Home Office,9,28,12540.66,4,4,3,11,Champions
PV-8985,Paul Van Hugh,Home Office,145,6,6390.64,1,2,3,6,Lost
PW-19030,Pauline Webber,Corporate,8,31,12810.06,4,4,3,11,Champions
PW-19240,Pierre Wener,Consumer,2,24,7186.14,4,3,3,10,Champions
PW-9030,Pauline Webber,Corporate,58,7,1081.0,2,2,1,5,Hibernating
PW-9240,Pierre Wener,Consumer,62,7,1237.53,2,2,1,5,Hibernating
QJ-19255,Quincy Jones,Corporate,26,23,18192.92,3,3,4,10,Loyal Customers
QJ-9255,Quincy Jones,Corporate,62,5,387.05,2,1,1,4,Hibernating
RA-19285,Ralph Arnett,Consumer,6,24,16816.43,4,3,4,11,Champions
RA-19885,Ruben Ausman,Corporate,44,23,15435.5,2,3,4,9,At Risk
RA-19915,Russell Applegate,Consumer,13,27,20975.19,4,4,4,12,Champions
RA-19945,Ryan Akin,Consumer,2,23,11696.03,4,3,3,10,Champions
RA-9285,Ralph Arnett,Consumer,255,14,6226.69,1,3,2,6,Lost
RA-9885,Ruben Ausman,Corporate,126,8,503.27,1,2,1,4,Lost
RA-9915,Russell Applegate,Consumer,140,2,420.66,1,1,1,3,Lost
RA-9945,Ryan Akin,Consumer,21,9,2044.59,3,2,2,7,Potential Loyalists
RB-19330,Randy Bradley,Consumer,16,32,18359.77,3,4,4,11,Loyal Customers
RB-19360,Raymond Buch,Consumer,21,25,29197.63,3,3,4,10,Loyal Customers
RB-19435,Richard Bierner,Consumer,20,28,11618.08,3,4,3,10,Loyal Customers
RB-19465,Rick Bensley,Home Office,1,36,17178.44,4,4,4,12,Champions
RB-19570,Rob Beeghly,Consumer,21,25,10961.63,3,3,3,9,Loyal Customers
RB-19645,Robert Barroso,Corporate,151,22,5973.59,1,3,2,6,Lost
RB-19705,Roger Barcio,Home Office,17,16,9288.08,3,3,3,9,Loyal Customers
RB-19795,Ross Baird,Home Office,33,35,19056.88,3,4,4,11,Loyal Customers
RB-9330,Randy Bradley,Consumer,113,8,4538.26,1,2,2,5,Lost
RB-9360,Raymond Buch,Consumer,94,4,404.51,2,1,1,4,Hibernating
RB-9435,Richard Bierner,Consumer,217,6,3179.15,1,2,2,5,Lost
RB-9465,Rick Bensley,Home Office,288,3,3675.24,1,1,2,4,Lost
RB-9570,Rob Beeghly,Consumer,447,5,586.76,1,1,1,3,Lost
RB-9645,Robert Barroso,Corporate,240,3,282.59,1,1,1,3,Lost
RB-9705,Roger Barcio,Home Office,150,12,6018.07,1,2,2,5,Lost
RB-9795,Ross Baird,Home Office,31,5,255.29,3,1,1,5,Potential Loyalists
RC-19825,Roy Collins,Consumer,119,25,7916.67,1,3,3,7,Cant Lose Them
RC-19960,Ryan Crowe,Consumer,23,22,7897.87,3,3,3,9,Loyal Customers
RC-9825,Roy Collins,Consumer,742,1,37.44,1,1,1,3,Lost
RC-9960,Ryan Crowe,Consumer,113,5,1639.96,1,1,1,3,Lost
RD-19480,Rick Duston,Consumer,1,27,16487.19,4,4,4,12,Champions
RD-19585,Rob Dowd,Consumer,26,31,16315.11,3,4,4,11,Loyal Customers
RD-19660,Robert Dilbeck,Home Office,94,21,12947.97,2,3,3,8,At Risk
RD-19720,Roger Demir,Consumer,22,30,10902.53,3,4,3,10,Loyal Customers
RD-19810,Ross DeVincentis,Home Office,15,30,7091.1,4,4,3,11,Champions
RD-19900,Ruben Dartt,Consumer,33,29,13485.75,3,4,4,11,Loyal Customers
RD-19930,Russell D'Ascenzo,Consumer,43,22,9293.59,2,3,3,8,At Risk
RD-9480,Rick Duston,Consumer,48,6,1061.73,2,2,1,5,Hibernating
RD-9585,Rob Dowd,Consumer,36,7,5168.4,3,2,2,7,Potential Loyalists
RD-9660,Robert Dilbeck,Home Office,28,9,3391.79,3,2,2,7,Potential Loyalists
RD-9720,Roger Demir,Consumer,59,8,3833.71,2,2,2,6,At Risk
RD-9810,Ross DeVincentis,Home Office,54,7,3214.79,2,2,2,6,At Risk
RD-9900,Ruben Dartt,Consumer,93,10,4837.22,2,2,2,6,At Risk
RD-9930,Russell D'Ascenzo,Consumer,29,11,6523.39,3,2,3,8,Potential Loyalists
RE-19405,Ricardo Emerson,Consumer,29,21,12073.09,3,3,3,9,Loyal Customers
RE-19450,Richard Eichhorn,Consumer,24,18,10660.49,3,3,3,9,Loyal Customers
RE-9405,Ricardo Emerson,Consumer,72,6,1967.4,2,2,2,6,At Risk
RE-9450,Richard Eichhorn,Consumer,16,12,5678.7,3,2,2,7,Potential Loyalists
RF-19345,Randy Ferguson,Corporate,65,27,13391.27,2,4,4,10,At Risk
RF-19735,Roland Fjeld,Consumer,2,23,12139.09,4,3,3,10,Champions
RF-19840,Roy Französisch,Consumer,7,31,15077.48,4,4,4,12,Champions
RF-9345,Randy Ferguson,Corporate,7,5,3208.03,4,1,2,7,Potential Loyalists
RF-9735,Roland Fjeld,Consumer,119,3,950.13,1,1,1,3,Lost
RF-9840,Roy Französisch,Consumer,139,6,571.72,1,2,1,4,Lost
RH-19495,Rick Hansen,Consumer,25,28,13295.75,3,4,4,11,Loyal Customers
RH-19510,Rick Huthwaite,Home Office,21,25,11599.39,3,3,3,9,Loyal Customers
RH-19555,Ritsa Hightower,Consumer,8,21,8944.31,4,3,3,10,Champions
RH-19600,Rob Haberlin,Consumer,7,21,4629.7,4,3,2,9,Loyal Customers
RH-9495,Rick Hansen,Consumer,97,3,3057.21,2,1,2,5,Hibernating
RH-9510,Rick Huthwaite,Home Office,701,7,1837.79,1,2,2,5,Lost
RH-9555,Ritsa Hightower,Consumer,27,8,8753.47,3,2,3,8,Potential Loyalists
RH-9600,Rob Haberlin,Consumer,174,8,3340.47,1,2,2,5,Lost
RK-19300,Ralph Kennedy,Consumer,86,26,13480.92,2,4,4,10,At Risk
RK-9300,Ralph Kennedy,Consumer,29,4,519.12,3,1,1,5,Potential Loyalists
RL-19615,Rob Lucas,Consumer,121,23,14866.82,1,3,4,8,Cant Lose Them
RL-9615,Rob Lucas,Consumer,266,8,2420.23,1,2,2,5,Lost
RM-19375,Raymond Messe,Consumer,19,25,16077.68,3,3,4,10,Loyal Customers
RM-19675,Robert Marley,Home Office,5,19,11151.96,4,3,3,10,Champions
RM-19750,Roland Murray,Consumer,17,19,6475.01,3,3,3,9,Loyal Customers
RM-9375,Raymond Messe,Consumer,10,7,2239.45,4,2,2,8,Potential Loyalists
RM-9675,Robert Marley,Home Office,37,8,1715.09,2,2,2,6,At Risk
RM-9750,Roland Murray,Consumer,41,7,929.18,2,2,1,5,Hibernating
RO-19780,Rose O'Brian,Consumer,36,29,18833.44,3,4,4,11,Loyal Customers
RO-9780,Rose O'Brian,Consumer,5,9,3080.11,4,2,2,8,Potential Loyalists
RP-19270,Rachel Payne,Corporate,8,26,13725.58,4,4,4,12,Champions
RP-19390,Resi Pölking,Consumer,16,34,16114.91,3,4,4,11,Loyal Customers
RP-19855,Roy Phan,Corporate,22,27,11043.08,3,4,3,10,Loyal Customers
RP-9270,Rachel Payne,Corporate,287,6,1274.35,1,2,1,4,Lost
RP-9390,Resi Pölking,Consumer,271,7,5935.98,1,2,2,5,Lost
RP-9855,Roy Phan,Corporate,401,6,3569.14,1,2,2,5,Lost
RR-19315,Ralph Ritter,Consumer,20,21,11765.04,3,3,3,9,Loyal Customers
RR-19525,Rick Reed,Corporate,1,27,15009.29,4,4,4,12,Champions
RR-9315,Ralph Ritter,Consumer,233,4,1820.85,1,1,2,4,Lost
RR-9525,Rick Reed,Corporate,90,7,1376.91,2,2,1,5,Hibernating
RS-19420,Ricardo Sperren,Corporate,77,28,14047.15,2,4,4,10,At Risk
RS-19765,Roland Schwarz,Corporate,37,25,13582.12,2,3,4,9,At Risk
RS-19870,Roy Skaria,Home Office,20,20,7090.96,3,3,3,9,Loyal Customers
RS-9420,Ricardo Sperren,Corporate,34,7,385.44,3,2,1,6,Potential Loyalists
RS-9765,Roland Schwarz,Corporate,124,6,1524.15,1,2,1,4,Lost
